,area,value,year,item
27,兵庫県,4360.0,1966.0,popu
28,奈良県,838.0,1966.0,popu
29,和歌山県,1028.0,1966.0,popu
30,鳥取県,575.0,1966.0,popu
31,島根県,810.0,1966.0,popu
32,岡山県,1648.0,1966.0,popu
33,広島県,2301.0,1966.0,popu
34,山口県,1532.0,1966.0,popu
35,徳島県,808.0,1966.0,popu
36,香川県,896.0,1966.0,popu
37,愛媛県,1437.0,1966.0,popu
38,高知県,805.0,1966.0,popu
39,福岡県,3980.0,1966.0,popu
40,佐賀県,868.0,1966.0,popu
41,長崎県,1634.0,1966.0,popu
42,熊本県,1762.0,1966.0,popu
43,大分県,1177.0,1966.0,popu
44,宮崎県,1078.0,1966.0,popu
45,鹿児島県,1836.0,1966.0,popu
46,沖縄県,970.0,1966.0,popu
0,北海道,5205.0,1967.0,popu
1,青森県,1423.0,1967.0,popu
2,岩手県,1396.0,1967.0,popu
3,宮城県,1774.0,1967.0,popu
4,秋田県,1264.0,1967.0,popu
5,山形県,1247.0,1967.0,popu
6,福島県,1963.0,1967.0,popu
7,茨城県,2064.0,1967.0,popu
8,栃木県,1531.0,1967.0,popu
9,群馬県,1617.0,1967.0,popu
10,埼玉県,3328.0,1967.0,popu
11,千葉県,2903.0,1967.0,popu
12,東京都,11162.0,1967.0,popu
13,神奈川県,4800.0,1967.0,popu
14,新潟県,2383.0,1967.0,popu
15,富山県,1022.0,1967.0,popu
16,石川県,985.0,1967.0,popu
17,福井県,745.0,1967.0,popu
18,山梨県,762.0,1967.0,popu
19,長野県,1949.0,1967.0,popu
20,岐阜県,1713.0,1967.0,popu
21,静岡県,2973.0,1967.0,popu
22,愛知県,4999.0,1967.0,popu
23,三重県,1517.0,1967.0,popu
24,滋賀県,858.0,1967.0,popu
25,京都府,2154.0,1967.0,popu
26,大阪府,7009.0,1967.0,popu
27,兵庫県,4425.0,1967.0,popu
28,奈良県,856.0,1967.0,popu
29,和歌山県,1033.0,1967.0,popu
30,鳥取県,573.0,1967.0,popu
31,島根県,801.0,1967.0,popu
32,岡山県,1660.0,1967.0,popu
33,広島県,2331.0,1967.0,popu
34,山口県,1525.0,1967.0,popu
35,徳島県,804.0,1967.0,popu
36,香川県,898.0,1967.0,popu
37,愛媛県,1432.0,1967.0,popu
38,高知県,801.0,1967.0,popu
39,福岡県,3999.0,1967.0,popu
40,佐賀県,865.0,1967.0,popu
41,長崎県,1627.0,1967.0,popu
42,熊本県,1757.0,1967.0,popu
43,大分県,1171.0,1967.0,popu
44,宮崎県,1075.0,1967.0,popu
45,鹿児島県,1819.0,1967.0,popu
46,沖縄県,970.0,1967.0,popu
0,北海道,5213.0,1968.0,popu
1,青森県,1426.0,1968.0,popu
2,岩手県,1390.0,1968.0,popu
3,宮城県,1789.0,1968.0,popu
4,秋田県,1256.0,1968.0,popu
5,山形県,1240.0,1968.0,popu
6,福島県,1955.0,1968.0,popu
7,茨城県,2079.0,1968.0,popu
8,栃木県,1543.0,1968.0,popu
9,群馬県,1629.0,1968.0,popu
10,埼玉県,3492.0,1968.0,popu
11,千葉県,3032.0,1968.0,popu
12,東京都,11286.0,1968.0,popu
13,神奈川県,5024.0,1968.0,popu
14,新潟県,2376.0,1968.0,popu
15,富山県,1022.0,1968.0,popu
16,石川県,989.0,1968.0,popu
17,福井県,744.0,1968.0,popu
18,山梨県,761.0,1968.0,popu
19,長野県,1950.0,1968.0,popu
20,岐阜県,1723.0,1968.0,popu
21,静岡県,3011.0,1968.0,popu
22,愛知県,5124.0,1968.0,popu
23,三重県,1522.0,1968.0,popu
24,滋賀県,865.0,1968.0,popu
25,京都府,2187.0,1968.0,popu
26,大阪府,7213.0,1968.0,popu
27,兵庫県,4496.0,1968.0,popu
28,奈良県,877.0,1968.0,popu
29,和歌山県,1037.0,1968.0,popu
30,鳥取県,571.0,1968.0,popu
31,島根県,791.0,1968.0,popu
32,岡山県,1672.0,1968.0,popu
33,広島県,2367.0,1968.0,popu
34,山口県,1515.0,1968.0,popu
35,徳島県,798.0,1968.0,popu
36,香川県,899.0,1968.0,popu
37,愛媛県,1425.0,1968.0,popu
38,高知県,796.0,1968.0,popu
39,福岡県,4009.0,1968.0,popu
40,佐賀県,856.0,1968.0,popu
41,長崎県,1613.0,1968.0,popu
42,熊本県,1742.0,1968.0,popu
43,大分県,1164.0,1968.0,popu
44,宮崎県,1069.0,1968.0,popu
45,鹿児島県,1792.0,1968.0,popu
46,沖縄県,970.0,1968.0,popu
0,北海道,5210.0,1969.0,popu
1,青森県,1429.0,1969.0,popu
2,岩手県,1382.0,1969.0,popu
3,宮城県,1803.0,1969.0,popu
4,秋田県,1249.0,1969.0,popu
5,山形県,1233.0,1969.0,popu
6,福島県,1951.0,1969.0,popu
7,茨城県,2109.0,1969.0,popu
8,栃木県,1559.0,1969.0,popu
9,群馬県,1643.0,1969.0,popu
10,埼玉県,3670.0,1969.0,popu
11,千葉県,3195.0,1969.0,popu
12,東京都,11367.0,1969.0,popu
13,神奈川県,5240.0,1969.0,popu
14,新潟県,2368.0,1969.0,popu
15,富山県,1025.0,1969.0,popu
16,石川県,995.0,1969.0,popu
17,福井県,743.0,1969.0,popu
18,山梨県,762.0,1969.0,popu
19,長野県,1953.0,1969.0,popu
20,岐阜県,1739.0,1969.0,popu
21,静岡県,3049.0,1969.0,popu
22,愛知県,5258.0,1969.0,popu
23,三重県,1532.0,1969.0,popu
24,滋賀県,875.0,1969.0,popu
25,京都府,2218.0,1969.0,popu
26,大阪府,7424.0,1969.0,popu
27,兵庫県,4584.0,1969.0,popu
28,奈良県,902.0,1969.0,popu
29,和歌山県,1040.0,1969.0,popu
30,鳥取県,570.0,1969.0,popu
31,島根県,782.0,1969.0,popu
32,岡山県,1686.0,1969.0,popu
33,広島県,2403.0,1969.0,popu
34,山口県,1513.0,1969.0,popu
35,徳島県,794.0,1969.0,popu
36,香川県,903.0,1969.0,popu
37,愛媛県,1421.0,1969.0,popu
38,高知県,791.0,1969.0,popu
39,福岡県,4020.0,1969.0,popu
40,佐賀県,844.0,1969.0,popu
41,長崎県,1597.0,1969.0,popu
42,熊本県,1725.0,1969.0,popu
43,大分県,1158.0,1969.0,popu
44,宮崎県,1062.0,1969.0,popu
45,鹿児島県,1762.0,1969.0,popu
46,沖縄県,970.0,1969.0,popu
0,北海道,5184.0,1970.0,popu
1,青森県,1428.0,1970.0,popu
2,岩手県,1371.0,1970.0,popu
3,宮城県,1819.0,1970.0,popu
4,秋田県,1241.0,1970.0,popu
5,山形県,1226.0,1970.0,popu
6,福島県,1946.0,1970.0,popu
7,茨城県,2144.0,1970.0,popu
8,栃木県,1580.0,1970.0,popu
9,群馬県,1659.0,1970.0,popu
10,埼玉県,3866.0,1970.0,popu
11,千葉県,3367.0,1970.0,popu
12,東京都,11408.0,1970.0,popu
13,神奈川県,5472.0,1970.0,popu
14,新潟県,2361.0,1970.0,popu
15,富山県,1030.0,1970.0,popu
16,石川県,1002.0,1970.0,popu
17,福井県,744.0,1970.0,popu
18,山梨県,762.0,1970.0,popu
19,長野県,1957.0,1970.0,popu
20,岐阜県,1759.0,1970.0,popu
21,静岡県,3090.0,1970.0,popu
22,愛知県,5386.0,1970.0,popu
23,三重県,1543.0,1970.0,popu
24,滋賀県,890.0,1970.0,popu
25,京都府,2250.0,1970.0,popu
26,大阪府,7620.0,1970.0,popu
27,兵庫県,4668.0,1970.0,popu
28,奈良県,930.0,1970.0,popu
29,和歌山県,1043.0,1970.0,popu
30,鳥取県,569.0,1970.0,popu
31,島根県,774.0,1970.0,popu
32,岡山県,1707.0,1970.0,popu
33,広島県,2436.0,1970.0,popu
34,山口県,1511.0,1970.0,popu
35,徳島県,791.0,1970.0,popu
36,香川県,908.0,1970.0,popu
37,愛媛県,1418.0,1970.0,popu
38,高知県,787.0,1970.0,popu
39,福岡県,4027.0,1970.0,popu
40,佐賀県,838.0,1970.0,popu
41,長崎県,1570.0,1970.0,popu
42,熊本県,1700.0,1970.0,popu
43,大分県,1156.0,1970.0,popu
44,宮崎県,1051.0,1970.0,popu
45,鹿児島県,1729.0,1970.0,popu
46,沖縄県,970.0,1970.0,popu
0,北海道,5186.0,1971.0,popu
1,青森県,1429.0,1971.0,popu
2,岩手県,1366.0,1971.0,popu
3,宮城県,1839.0,1971.0,popu
4,秋田県,1234.0,1971.0,popu
5,山形県,1219.0,1971.0,popu
6,福島県,1942.0,1971.0,popu
7,茨城県,2180.0,1971.0,popu
8,栃木県,1605.0,1971.0,popu
9,群馬県,1676.0,1971.0,popu
10,埼玉県,4062.0,1971.0,popu
11,千葉県,3524.0,1971.0,popu
12,東京都,11520.0,1971.0,popu
13,神奈川県,5712.0,1971.0,popu
14,新潟県,2357.0,1971.0,popu
15,富山県,1036.0,1971.0,popu
16,石川県,1012.0,1971.0,popu
17,福井県,748.0,1971.0,popu
18,山梨県,765.0,1971.0,popu
19,長野県,1966.0,1971.0,popu
20,岐阜県,1780.0,1971.0,popu
21,静岡県,3137.0,1971.0,popu
22,愛知県,5527.0,1971.0,popu
23,三重県,1558.0,1971.0,popu
24,滋賀県,909.0,1971.0,popu
25,京都府,2281.0,1971.0,popu
26,大阪府,7805.0,1971.0,popu
27,兵庫県,4740.0,1971.0,popu
28,奈良県,959.0,1971.0,popu
29,和歌山県,1047.0,1971.0,popu
30,鳥取県,568.0,1971.0,popu
31,島根県,767.0,1971.0,popu
32,岡山県,1732.0,1971.0,popu
33,広島県,2480.0,1971.0,popu
34,山口県,1515.0,1971.0,popu
35,徳島県,791.0,1971.0,popu
36,香川県,916.0,1971.0,popu
37,愛媛県,1423.0,1971.0,popu
38,高知県,787.0,1971.0,popu
39,福岡県,4056.0,1971.0,popu
40,佐賀県,831.0,1971.0,popu
41,長崎県,1560.0,1971.0,popu
42,熊本県,1681.0,1971.0,popu
43,大分県,1163.0,1971.0,popu
44,宮崎県,1046.0,1971.0,popu
45,鹿児島県,1710.0,1971.0,popu
46,沖縄県,970.0,1971.0,popu
0,北海道,5205.0,1972.0,popu
1,青森県,1436.0,1972.0,popu
2,岩手県,1366.0,1972.0,popu
3,宮城県,1861.0,1972.0,popu
4,秋田県,1230.0,1972.0,popu
5,山形県,1215.0,1972.0,popu
6,福島県,1943.0,1972.0,popu
7,茨城県,2210.0,1972.0,popu
8,栃木県,1627.0,1972.0,popu
9,群馬県,1695.0,1972.0,popu
10,埼玉県,4266.0,1972.0,popu
11,千葉県,3677.0,1972.0,popu
12,東京都,11611.0,1972.0,popu
13,神奈川県,5926.0,1972.0,popu
14,新潟県,2358.0,1972.0,popu
15,富山県,1044.0,1972.0,popu
16,石川県,1024.0,1972.0,popu
17,福井県,753.0,1972.0,popu
18,山梨県,769.0,1972.0,popu
19,長野県,1977.0,1972.0,popu
20,岐阜県,1803.0,1972.0,popu
21,静岡県,3180.0,1972.0,popu
22,愛知県,5645.0,1972.0,popu
23,三重県,1575.0,1972.0,popu
24,滋賀県,925.0,1972.0,popu
25,京都府,2323.0,1972.0,popu
26,大阪府,7962.0,1972.0,popu
27,兵庫県,4813.0,1972.0,popu
28,奈良県,993.0,1972.0,popu
29,和歌山県,1054.0,1972.0,popu
30,鳥取県,570.0,1972.0,popu
31,島根県,764.0,1972.0,popu
32,岡山県,1753.0,1972.0,popu
33,広島県,2529.0,1972.0,popu
34,山口県,1523.0,1972.0,popu
35,徳島県,794.0,1972.0,popu
36,香川県,926.0,1972.0,popu
37,愛媛県,1431.0,1972.0,popu
38,高知県,792.0,1972.0,popu
39,福岡県,4100.0,1972.0,popu
40,佐賀県,827.0,1972.0,popu
41,長崎県,1555.0,1972.0,popu
42,熊本県,1673.0,1972.0,popu
43,大分県,1167.0,1972.0,popu
44,宮崎県,1049.0,1972.0,popu
45,鹿児島県,1705.0,1972.0,popu
46,沖縄県,970.0,1972.0,popu
0,北海道,5234.0,1973.0,popu
1,青森県,1444.0,1973.0,popu
2,岩手県,1369.0,1973.0,popu
3,宮城県,1891.0,1973.0,popu
4,秋田県,1227.0,1973.0,popu
5,山形県,1214.0,1973.0,popu
6,福島県,1949.0,1973.0,popu
7,茨城県,2251.0,1973.0,popu
8,栃木県,1653.0,1973.0,popu
9,群馬県,1718.0,1973.0,popu
10,埼玉県,4475.0,1973.0,popu
11,千葉県,3844.0,1973.0,popu
12,東京都,11639.0,1973.0,popu
13,神奈川県,6107.0,1973.0,popu
14,新潟県,2365.0,1973.0,popu
15,富山県,1053.0,1973.0,popu
16,石川県,1040.0,1973.0,popu
17,福井県,761.0,1973.0,popu
18,山梨県,773.0,1973.0,popu
19,長野県,1991.0,1973.0,popu
20,岐阜県,1826.0,1973.0,popu
21,静岡県,3230.0,1973.0,popu
22,愛知県,5757.0,1973.0,popu
23,三重県,1592.0,1973.0,popu
24,滋賀県,944.0,1973.0,popu
25,京都府,2364.0,1973.0,popu
26,大阪府,8083.0,1973.0,popu
27,兵庫県,4880.0,1973.0,popu
28,奈良県,1029.0,1973.0,popu
29,和歌山県,1060.0,1973.0,popu
30,鳥取県,573.0,1973.0,popu
31,島根県,766.0,1973.0,popu
32,岡山県,1772.0,1973.0,popu
33,広島県,2577.0,1973.0,popu
34,山口県,1532.0,1973.0,popu
35,徳島県,797.0,1973.0,popu
36,香川県,938.0,1973.0,popu
37,愛媛県,1440.0,1973.0,popu
38,高知県,798.0,1973.0,popu
39,福岡県,4156.0,1973.0,popu
40,佐賀県,827.0,1973.0,popu
41,長崎県,1554.0,1973.0,popu
42,熊本県,1681.0,1973.0,popu
43,大分県,1171.0,1973.0,popu
44,宮崎県,1057.0,1973.0,popu
45,鹿児島県,1708.0,1973.0,popu
46,沖縄県,995.0,1973.0,popu
0,北海道,5283.0,1974.0,popu
1,青森県,1454.0,1974.0,popu
2,岩手県,1375.0,1974.0,popu
3,宮城県,1924.0,1974.0,popu
4,秋田県,1228.0,1974.0,popu
5,山形県,1216.0,1974.0,popu
6,福島県,1960.0,1974.0,popu
7,茨城県,2298.0,1974.0,popu
8,栃木県,1678.0,1974.0,popu
9,群馬県,1740.0,1974.0,popu
10,埼玉県,4658.0,1974.0,popu
11,千葉県,4007.0,1974.0,popu
12,東京都,11647.0,1974.0,popu
13,神奈川県,6264.0,1974.0,popu
14,新潟県,2377.0,1974.0,popu
15,富山県,1063.0,1974.0,popu
16,石川県,1056.0,1974.0,popu
17,福井県,768.0,1974.0,popu
18,山梨県,778.0,1974.0,popu
19,長野県,2006.0,1974.0,popu
20,岐阜県,1848.0,1974.0,popu
21,静岡県,3273.0,1974.0,popu
22,愛知県,5851.0,1974.0,popu
23,三重県,1610.0,1974.0,popu
24,滋賀県,966.0,1974.0,popu
25,京都府,2396.0,1974.0,popu
26,大阪府,8190.0,1974.0,popu
27,兵庫県,4941.0,1974.0,popu
28,奈良県,1056.0,1974.0,popu
29,和歌山県,1066.0,1974.0,popu
30,鳥取県,578.0,1974.0,popu
31,島根県,767.0,1974.0,popu
32,岡山県,1795.0,1974.0,popu
33,広島県,2615.0,1974.0,popu
34,山口県,1542.0,1974.0,popu
35,徳島県,801.0,1974.0,popu
36,香川県,951.0,1974.0,popu
37,愛媛県,1452.0,1974.0,popu
38,高知県,802.0,1974.0,popu
39,福岡県,4215.0,1974.0,popu
40,佐賀県,832.0,1974.0,popu
41,長崎県,1562.0,1974.0,popu
42,熊本県,1697.0,1974.0,popu
43,大分県,1179.0,1974.0,popu
44,宮崎県,1072.0,1974.0,popu
45,鹿児島県,1714.0,1974.0,popu
46,沖縄県,1021.0,1974.0,popu
0,北海道,5338.0,1975.0,popu
1,青森県,1469.0,1975.0,popu
2,岩手県,1386.0,1975.0,popu
3,宮城県,1955.0,1975.0,popu
4,秋田県,1232.0,1975.0,popu
5,山形県,1220.0,1975.0,popu
6,福島県,1971.0,1975.0,popu
7,茨城県,2342.0,1975.0,popu
8,栃木県,1698.0,1975.0,popu
9,群馬県,1756.0,1975.0,popu
10,埼玉県,4821.0,1975.0,popu
11,千葉県,4149.0,1975.0,popu
12,東京都,11674.0,1975.0,popu
13,神奈川県,6398.0,1975.0,popu
14,新潟県,2392.0,1975.0,popu
15,富山県,1071.0,1975.0,popu
16,石川県,1070.0,1975.0,popu
17,福井県,774.0,1975.0,popu
18,山梨県,783.0,1975.0,popu
19,長野県,2018.0,1975.0,popu
20,岐阜県,1868.0,1975.0,popu
21,静岡県,3309.0,1975.0,popu
22,愛知県,5924.0,1975.0,popu
23,三重県,1626.0,1975.0,popu
24,滋賀県,986.0,1975.0,popu
25,京都府,2425.0,1975.0,popu
26,大阪府,8279.0,1975.0,popu
27,兵庫県,4992.0,1975.0,popu
28,奈良県,1077.0,1975.0,popu
29,和歌山県,1072.0,1975.0,popu
30,鳥取県,581.0,1975.0,popu
31,島根県,769.0,1975.0,popu
32,岡山県,1814.0,1975.0,popu
33,広島県,2646.0,1975.0,popu
34,山口県,1555.0,1975.0,popu
35,徳島県,805.0,1975.0,popu
36,香川県,961.0,1975.0,popu
37,愛媛県,1465.0,1975.0,popu
38,高知県,808.0,1975.0,popu
39,福岡県,4293.0,1975.0,popu
40,佐賀県,838.0,1975.0,popu
41,長崎県,1572.0,1975.0,popu
42,熊本県,1715.0,1975.0,popu
43,大分県,1190.0,1975.0,popu
44,宮崎県,1085.0,1975.0,popu
45,鹿児島県,1724.0,1975.0,popu
46,沖縄県,1043.0,1975.0,popu
0,北海道,5395.0,1976.0,popu
1,青森県,1484.0,1976.0,popu
2,岩手県,1395.0,1976.0,popu
3,宮城県,1984.0,1976.0,popu
4,秋田県,1239.0,1976.0,popu
5,山形県,1227.0,1976.0,popu
6,福島県,1984.0,1976.0,popu
7,茨城県,2380.0,1976.0,popu
8,栃木県,1717.0,1976.0,popu
9,群馬県,1778.0,1976.0,popu
10,埼玉県,4964.0,1976.0,popu
11,千葉県,4267.0,1976.0,popu
12,東京都,11674.0,1976.0,popu
13,神奈川県,6510.0,1976.0,popu
14,新潟県,2406.0,1976.0,popu
15,富山県,1079.0,1976.0,popu
16,石川県,1082.0,1976.0,popu
17,福井県,779.0,1976.0,popu
18,山梨県,787.0,1976.0,popu
19,長野県,2033.0,1976.0,popu
20,岐阜県,1889.0,1976.0,popu
21,静岡県,3341.0,1976.0,popu
22,愛知県,5988.0,1976.0,popu
23,三重県,1638.0,1976.0,popu
24,滋賀県,1006.0,1976.0,popu
25,京都府,2452.0,1976.0,popu
26,大阪府,8330.0,1976.0,popu
27,兵庫県,5029.0,1976.0,popu
28,奈良県,1098.0,1976.0,popu
29,和歌山県,1077.0,1976.0,popu
30,鳥取県,586.0,1976.0,popu
31,島根県,771.0,1976.0,popu
32,岡山県,1829.0,1976.0,popu
33,広島県,2670.0,1976.0,popu
34,山口県,1564.0,1976.0,popu
35,徳島県,809.0,1976.0,popu
36,香川県,970.0,1976.0,popu
37,愛媛県,1476.0,1976.0,popu
38,高知県,814.0,1976.0,popu
39,福岡県,4353.0,1976.0,popu
40,佐賀県,842.0,1976.0,popu
41,長崎県,1576.0,1976.0,popu
42,熊本県,1731.0,1976.0,popu
43,大分県,1199.0,1976.0,popu
44,宮崎県,1100.0,1976.0,popu
45,鹿児島県,1735.0,1976.0,popu
46,沖縄県,1058.0,1976.0,popu
0,北海道,5443.0,1977.0,popu
1,青森県,1496.0,1977.0,popu
2,岩手県,1401.0,1977.0,popu
3,宮城県,2008.0,1977.0,popu
4,秋田県,1245.0,1977.0,popu
5,山形県,1234.0,1977.0,popu
6,福島県,1998.0,1977.0,popu
7,茨城県,2417.0,1977.0,popu
8,栃木県,1736.0,1977.0,popu
9,群馬県,1799.0,1977.0,popu
10,埼玉県,5091.0,1977.0,popu
11,千葉県,4382.0,1977.0,popu
12,東京都,11669.0,1977.0,popu
13,神奈川県,6616.0,1977.0,popu
14,新潟県,2417.0,1977.0,popu
15,富山県,1085.0,1977.0,popu
16,石川県,1091.0,1977.0,popu
17,福井県,783.0,1977.0,popu
18,山梨県,792.0,1977.0,popu
19,長野県,2048.0,1977.0,popu
20,岐阜県,1909.0,1977.0,popu
21,静岡県,3368.0,1977.0,popu
22,愛知県,6052.0,1977.0,popu
23,三重県,1649.0,1977.0,popu
24,滋賀県,1026.0,1977.0,popu
25,京都府,2474.0,1977.0,popu
26,大阪府,8373.0,1977.0,popu
27,兵庫県,5063.0,1977.0,popu
28,奈良県,1124.0,1977.0,popu
29,和歌山県,1080.0,1977.0,popu
30,鳥取県,591.0,1977.0,popu
31,島根県,775.0,1977.0,popu
32,岡山県,1840.0,1977.0,popu
33,広島県,2689.0,1977.0,popu
34,山口県,1573.0,1977.0,popu
35,徳島県,813.0,1977.0,popu
36,香川県,979.0,1977.0,popu
37,愛媛県,1486.0,1977.0,popu
38,高知県,819.0,1977.0,popu
39,福岡県,4411.0,1977.0,popu
40,佐賀県,848.0,1977.0,popu
41,長崎県,1582.0,1977.0,popu
42,熊本県,1747.0,1977.0,popu
43,大分県,1207.0,1977.0,popu
44,宮崎県,1114.0,1977.0,popu
45,鹿児島県,1747.0,1977.0,popu
46,沖縄県,1071.0,1977.0,popu
0,北海道,5490.0,1978.0,popu
1,青森県,1507.0,1978.0,popu
2,岩手県,1409.0,1978.0,popu
3,宮城県,2032.0,1978.0,popu
4,秋田県,1250.0,1978.0,popu
5,山形県,1241.0,1978.0,popu
6,福島県,2012.0,1978.0,popu
7,茨城県,2463.0,1978.0,popu
8,栃木県,1753.0,1978.0,popu
9,群馬県,1817.0,1978.0,popu
10,埼玉県,5208.0,1978.0,popu
11,千葉県,4508.0,1978.0,popu
12,東京都,11659.0,1978.0,popu
13,神奈川県,6728.0,1978.0,popu
14,新潟県,2428.0,1978.0,popu
15,富山県,1092.0,1978.0,popu
16,石川県,1100.0,1978.0,popu
17,福井県,787.0,1978.0,popu
18,山梨県,796.0,1978.0,popu
19,長野県,2062.0,1978.0,popu
20,岐阜県,1927.0,1978.0,popu
21,静岡県,3396.0,1978.0,popu
22,愛知県,6115.0,1978.0,popu
23,三重県,1661.0,1978.0,popu
24,滋賀県,1043.0,1978.0,popu
25,京都府,2494.0,1978.0,popu
26,大阪府,8412.0,1978.0,popu
27,兵庫県,5093.0,1978.0,popu
28,奈良県,1152.0,1978.0,popu
29,和歌山県,1084.0,1978.0,popu
30,鳥取県,595.0,1978.0,popu
31,島根県,779.0,1978.0,popu
32,岡山県,1850.0,1978.0,popu
33,広島県,2703.0,1978.0,popu
34,山口県,1579.0,1978.0,popu
35,徳島県,818.0,1978.0,popu
36,香川県,986.0,1978.0,popu
37,愛媛県,1493.0,1978.0,popu
38,高知県,824.0,1978.0,popu
39,福岡県,4460.0,1978.0,popu
40,佐賀県,854.0,1978.0,popu
41,長崎県,1587.0,1978.0,popu
42,熊本県,1763.0,1978.0,popu
43,大分県,1215.0,1978.0,popu
44,宮崎県,1127.0,1978.0,popu
45,鹿児島県,1760.0,1978.0,popu
46,沖縄県,1081.0,1978.0,popu
0,北海道,5535.0,1979.0,popu
1,青森県,1516.0,1979.0,popu
2,岩手県,1416.0,1979.0,popu
3,宮城県,2059.0,1979.0,popu
4,秋田県,1254.0,1979.0,popu
5,山形県,1247.0,1979.0,popu
6,福島県,2023.0,1979.0,popu
7,茨城県,2510.0,1979.0,popu
8,栃木県,1775.0,1979.0,popu
9,群馬県,1833.0,1979.0,popu
10,埼玉県,5318.0,1979.0,popu
11,千葉県,4626.0,1979.0,popu
12,東京都,11637.0,1979.0,popu
13,神奈川県,6832.0,1979.0,popu
14,新潟県,2439.0,1979.0,popu
15,富山県,1098.0,1979.0,popu
16,石川県,1110.0,1979.0,popu
17,福井県,791.0,1979.0,popu
18,山梨県,800.0,1979.0,popu
19,長野県,2074.0,1979.0,popu
20,岐阜県,1943.0,1979.0,popu
21,静岡県,3423.0,1979.0,popu
22,愛知県,6171.0,1979.0,popu
23,三重県,1672.0,1979.0,popu
24,滋賀県,1061.0,1979.0,popu
25,京都府,2512.0,1979.0,popu
26,大阪府,8445.0,1979.0,popu
27,兵庫県,5119.0,1979.0,popu
28,奈良県,1181.0,1979.0,popu
29,和歌山県,1086.0,1979.0,popu
30,鳥取県,600.0,1979.0,popu
31,島根県,782.0,1979.0,popu
32,岡山県,1861.0,1979.0,popu
33,広島県,2717.0,1979.0,popu
34,山口県,1583.0,1979.0,popu
35,徳島県,822.0,1979.0,popu
36,香川県,993.0,1979.0,popu
37,愛媛県,1500.0,1979.0,popu
38,高知県,829.0,1979.0,popu
39,福岡県,4506.0,1979.0,popu
40,佐賀県,860.0,1979.0,popu
41,長崎県,1588.0,1979.0,popu
42,熊本県,1777.0,1979.0,popu
43,大分県,1223.0,1979.0,popu
44,宮崎県,1141.0,1979.0,popu
45,鹿児島県,1773.0,1979.0,popu
46,沖縄県,1094.0,1979.0,popu
0,北海道,5576.0,1980.0,popu
1,青森県,1524.0,1980.0,popu
2,岩手県,1422.0,1980.0,popu
3,宮城県,2082.0,1980.0,popu
4,秋田県,1257.0,1980.0,popu
5,山形県,1252.0,1980.0,popu
6,福島県,2035.0,1980.0,popu
7,茨城県,2558.0,1980.0,popu
8,栃木県,1792.0,1980.0,popu
9,群馬県,1849.0,1980.0,popu
10,埼玉県,5420.0,1980.0,popu
11,千葉県,4735.0,1980.0,popu
12,東京都,11618.0,1980.0,popu
13,神奈川県,6924.0,1980.0,popu
14,新潟県,2451.0,1980.0,popu
15,富山県,1103.0,1980.0,popu
16,石川県,1119.0,1980.0,popu
17,福井県,794.0,1980.0,popu
18,山梨県,804.0,1980.0,popu
19,長野県,2084.0,1980.0,popu
20,岐阜県,1960.0,1980.0,popu
21,静岡県,3447.0,1980.0,popu
22,愛知県,6222.0,1980.0,popu
23,三重県,1687.0,1980.0,popu
24,滋賀県,1080.0,1980.0,popu
25,京都府,2527.0,1980.0,popu
26,大阪府,8473.0,1980.0,popu
27,兵庫県,5145.0,1980.0,popu
28,奈良県,1209.0,1980.0,popu
29,和歌山県,1087.0,1980.0,popu
30,鳥取県,604.0,1980.0,popu
31,島根県,785.0,1980.0,popu
32,岡山県,1871.0,1980.0,popu
33,広島県,2739.0,1980.0,popu
34,山口県,1587.0,1980.0,popu
35,徳島県,825.0,1980.0,popu
36,香川県,1000.0,1980.0,popu
37,愛媛県,1507.0,1980.0,popu
38,高知県,831.0,1980.0,popu
39,福岡県,4553.0,1980.0,popu
40,佐賀県,866.0,1980.0,popu
41,長崎県,1591.0,1980.0,popu
42,熊本県,1790.0,1980.0,popu
43,大分県,1229.0,1980.0,popu
44,宮崎県,1152.0,1980.0,popu
45,鹿児島県,1785.0,1980.0,popu
46,沖縄県,1107.0,1980.0,popu
0,北海道,5605.0,1981.0,popu
1,青森県,1526.0,1981.0,popu
2,岩手県,1426.0,1981.0,popu
3,宮城県,2104.0,1981.0,popu
4,秋田県,1259.0,1981.0,popu
5,山形県,1255.0,1981.0,popu
6,福島県,2043.0,1981.0,popu
7,茨城県,2595.0,1981.0,popu
8,栃木県,1807.0,1981.0,popu
9,群馬県,1864.0,1981.0,popu
10,埼玉県,5520.0,1981.0,popu
11,千葉県,4834.0,1981.0,popu
12,東京都,11626.0,1981.0,popu
13,神奈川県,7022.0,1981.0,popu
14,新潟県,2459.0,1981.0,popu
15,富山県,1106.0,1981.0,popu
16,石川県,1127.0,1981.0,popu
17,福井県,798.0,1981.0,popu
18,山梨県,809.0,1981.0,popu
19,長野県,2093.0,1981.0,popu
20,岐阜県,1975.0,1981.0,popu
21,静岡県,3472.0,1981.0,popu
22,愛知県,6266.0,1981.0,popu
23,三重県,1702.0,1981.0,popu
24,滋賀県,1097.0,1981.0,popu
25,京都府,2539.0,1981.0,popu
26,大阪府,8509.0,1981.0,popu
27,兵庫県,5171.0,1981.0,popu
28,奈良県,1233.0,1981.0,popu
29,和歌山県,1088.0,1981.0,popu
30,鳥取県,607.0,1981.0,popu
