,area,value,year,item
14,新潟県,2978508.077544426,1989.0,pergdp
15,富山県,3338192.685102587,1989.0,pergdp
16,石川県,3141014.6173688737,1989.0,pergdp
17,福井県,3173537.0595382745,1989.0,pergdp
18,山梨県,3152770.318021201,1989.0,pergdp
19,長野県,2963283.7900603814,1989.0,pergdp
20,岐阜県,2895142.3712342083,1989.0,pergdp
21,静岡県,3485245.283018868,1989.0,pergdp
22,愛知県,4217959.392389833,1989.0,pergdp
23,三重県,3045424.8035914707,1989.0,pergdp
24,滋賀県,3716431.177446103,1989.0,pergdp
25,京都府,3110867.8955453145,1989.0,pergdp
26,大阪府,3744038.311985362,1989.0,pergdp
27,兵庫県,3149975.428145942,1989.0,pergdp
28,奈良県,2173845.194424065,1989.0,pergdp
29,和歌山県,2491793.2960893856,1989.0,pergdp
30,鳥取県,2798490.2597402595,1989.0,pergdp
31,島根県,2495068.7898089173,1989.0,pergdp
32,岡山県,3234646.753246753,1989.0,pergdp
33,広島県,3359271.54414351,1989.0,pergdp
34,山口県,3008492.093611638,1989.0,pergdp
35,徳島県,2527183.673469388,1989.0,pergdp
36,香川県,2936569.892473118,1989.0,pergdp
37,愛媛県,2575719.552337064,1989.0,pergdp
38,高知県,2307018.0722891563,1989.0,pergdp
39,福岡県,2888523.0544544132,1989.0,pergdp
40,佐賀県,2465098.976109215,1989.0,pergdp
41,長崎県,2290649.6815286623,1989.0,pergdp
42,熊本県,2568524.7148288973,1989.0,pergdp
43,大分県,2825164.516129032,1989.0,pergdp
44,宮崎県,2228866.0409556315,1989.0,pergdp
45,鹿児島県,2243033.79501385,1989.0,pergdp
46,沖縄県,2218269.135802469,1989.0,pergdp
0,北海道,3000640.503189227,1990.0,pergdp
1,青森県,2532730.950775455,1990.0,pergdp
2,岩手県,2670950.5998588568,1990.0,pergdp
3,宮城県,3183216.540684749,1990.0,pergdp
4,秋田県,2643822.330888346,1990.0,pergdp
5,山形県,2812132.7503974563,1990.0,pergdp
6,福島県,3111594.106463878,1990.0,pergdp
7,茨城県,3466705.0966608087,1990.0,pergdp
8,栃木県,3709889.92248062,1990.0,pergdp
9,群馬県,3446221.7700915565,1990.0,pergdp
10,埼玉県,2748459.6409055423,1990.0,pergdp
11,千葉県,2887566.3366336636,1990.0,pergdp
12,東京都,7119325.4048583,1990.0,pergdp
13,神奈川県,3531209.8997493736,1990.0,pergdp
14,新潟県,3233433.9393939395,1990.0,pergdp
15,富山県,3603653.5714285714,1990.0,pergdp
16,石川県,3428065.2360515017,1990.0,pergdp
17,福井県,3368264.5631067962,1990.0,pergdp
18,山梨県,3335787.8077373975,1990.0,pergdp
19,長野県,3229007.881316643,1990.0,pergdp
20,岐阜県,3086323.657474601,1990.0,pergdp
21,静岡県,3659846.363388722,1990.0,pergdp
22,愛知県,4552300.403527127,1990.0,pergdp
23,三重県,3252648.633575014,1990.0,pergdp
24,滋賀県,3968196.3993453365,1990.0,pergdp
25,京都府,3300402.382782475,1990.0,pergdp
26,大阪府,4181323.640526617,1990.0,pergdp
27,兵庫県,3384065.3098982424,1990.0,pergdp
28,奈良県,2359061.090909091,1990.0,pergdp
29,和歌山県,2640637.8026070767,1990.0,pergdp
30,鳥取県,2973047.0779220783,1990.0,pergdp
31,島根県,2643587.7080665813,1990.0,pergdp
32,岡山県,3451164.589823468,1990.0,pergdp
33,広島県,3594211.578947368,1990.0,pergdp
34,山口県,3192048.3153210427,1990.0,pergdp
35,徳島県,2668132.211538461,1990.0,pergdp
36,香川県,3180701.8572825016,1990.0,pergdp
37,愛媛県,2738163.696369637,1990.0,pergdp
38,高知県,2449007.272727273,1990.0,pergdp
39,福岡県,3106523.176054874,1990.0,pergdp
40,佐賀県,2594652.619589977,1990.0,pergdp
41,長崎県,2484646.833013436,1990.0,pergdp
42,熊本県,2760610.326086956,1990.0,pergdp
43,大分県,2943064.6725949883,1990.0,pergdp
44,宮崎県,2378832.335329341,1990.0,pergdp
45,鹿児島県,2400850.9454949945,1990.0,pergdp
46,沖縄県,2300231.587561375,1990.0,pergdp
0,北海道,3183365.309734513,1991.0,pergdp
1,青森県,2626515.8891142663,1991.0,pergdp
2,岩手県,2796975.2824858758,1991.0,pergdp
3,宮城県,3386623.290692545,1991.0,pergdp
4,秋田県,2795736.7130008177,1991.0,pergdp
5,山形県,2922902.1479713605,1991.0,pergdp
6,福島県,3317298.2456140355,1991.0,pergdp
7,茨城県,3617784.74399164,1991.0,pergdp
8,栃木県,3814436.8583162217,1991.0,pergdp
9,群馬県,3688531.914893617,1991.0,pergdp
10,埼玉県,2867346.9010175765,1991.0,pergdp
11,千葉県,3040256.0085454867,1991.0,pergdp
12,東京都,7193912.897259123,1991.0,pergdp
13,神奈川県,3619946.086956522,1991.0,pergdp
14,新潟県,3459024.2424242417,1991.0,pergdp
15,富山県,3771677.966101695,1991.0,pergdp
16,石川県,3576083.1191088264,1991.0,pergdp
17,福井県,3555619.6840826245,1991.0,pergdp
18,山梨県,3442994.186046512,1991.0,pergdp
19,長野県,3360688.251618872,1991.0,pergdp
20,岐阜県,3214867.8244090686,1991.0,pergdp
21,静岡県,3890322.213181448,1991.0,pergdp
22,愛知県,4796742.012186062,1991.0,pergdp
23,三重県,3387965.058236273,1991.0,pergdp
24,滋賀県,4313245.344129555,1991.0,pergdp
25,京都府,3541397.2392638037,1991.0,pergdp
26,大阪府,4455423.657142857,1991.0,pergdp
27,兵庫県,3549774.7880575005,1991.0,pergdp
28,奈良県,2391420.028818444,1991.0,pergdp
29,和歌山県,2803552.0446096654,1991.0,pergdp
30,鳥取県,3113237.398373984,1991.0,pergdp
31,島根県,2792403.5989717217,1991.0,pergdp
32,岡山県,3651351.813471503,1991.0,pergdp
33,広島県,3772787.3382301508,1991.0,pergdp
34,山口県,3373852.13511791,1991.0,pergdp
35,徳島県,2804288.8086642595,1991.0,pergdp
36,香川県,3397378.299120235,1991.0,pergdp
37,愛媛県,2833787.177792465,1991.0,pergdp
38,高知県,2590542.579075426,1991.0,pergdp
39,福岡県,3235613.7774100127,1991.0,pergdp
40,佐賀県,2727632.1184510253,1991.0,pergdp
41,長崎県,2557186.2556197816,1991.0,pergdp
42,熊本県,2867518.9804772236,1991.0,pergdp
43,大分県,3133672.064777328,1991.0,pergdp
44,宮崎県,2472704.3701799484,1991.0,pergdp
45,鹿児島県,2512724.4841048517,1991.0,pergdp
46,沖縄県,2402565.8536585364,1991.0,pergdp
0,北海道,3253824.2360007064,1992.0,pergdp
1,青森県,2756922.7642276417,1992.0,pergdp
2,岩手県,2921133.474576271,1992.0,pergdp
3,宮城県,3458101.1826544018,1992.0,pergdp
4,秋田県,2828825.4098360664,1992.0,pergdp
5,山形県,2982618.9339697687,1992.0,pergdp
6,福島県,3371820.4158790167,1992.0,pergdp
7,茨城県,3566092.8226363007,1992.0,pergdp
8,栃木県,3795374.680959673,1992.0,pergdp
9,群馬県,3678190.524193548,1992.0,pergdp
10,埼玉県,2932200.5481955223,1992.0,pergdp
11,千葉県,3055497.094558901,1992.0,pergdp
12,東京都,7127317.74207117,1992.0,pergdp
13,神奈川県,3581048.66929522,1992.0,pergdp
14,新潟県,3530950.726978998,1992.0,pergdp
15,富山県,3804285.7142857136,1992.0,pergdp
16,石川県,3564407.3441502987,1992.0,pergdp
17,福井県,3688574.726609964,1992.0,pergdp
18,山梨県,3396899.4219653183,1992.0,pergdp
19,長野県,3396327.800829876,1992.0,pergdp
20,岐阜県,3284710.854947166,1992.0,pergdp
21,静岡県,3846205.183585313,1992.0,pergdp
22,愛知県,4723914.2561983485,1992.0,pergdp
23,三重県,3379293.825799338,1992.0,pergdp
24,滋賀県,4277672.275641025,1992.0,pergdp
25,京都府,3550609.942638623,1992.0,pergdp
26,大阪府,4570073.393448236,1992.0,pergdp
27,兵庫県,3594017.26988793,1992.0,pergdp
28,奈良県,2378176.4285714286,1992.0,pergdp
29,和歌山県,2820887.5464684013,1992.0,pergdp
30,鳥取県,3161973.9837398375,1992.0,pergdp
31,島根県,2858206.4516129033,1992.0,pergdp
32,岡山県,3712326.0981912143,1992.0,pergdp
33,広島県,3825153.121730032,1992.0,pergdp
34,山口県,3561614.6964856233,1992.0,pergdp
35,徳島県,2878189.1566265062,1992.0,pergdp
36,香川県,3465281.25,1992.0,pergdp
37,愛媛県,2929276.6379880877,1992.0,pergdp
38,高知県,2692866.910866911,1992.0,pergdp
39,福岡県,3314284.009055361,1992.0,pergdp
40,佐賀県,2924814.562002275,1992.0,pergdp
41,長崎県,2736598.582474227,1992.0,pergdp
42,熊本県,2916650.0541711813,1992.0,pergdp
43,大分県,3207976.480129765,1992.0,pergdp
44,宮崎県,2593419.880034276,1992.0,pergdp
45,鹿児島県,2574261.598658468,1992.0,pergdp
46,沖縄県,2447771.589991929,1992.0,pergdp
0,北海道,3354674.369377315,1993.0,pergdp
1,青森県,2787358.401084011,1993.0,pergdp
2,岩手県,2974760.056457304,1993.0,pergdp
3,宮城県,3481276.207046542,1993.0,pergdp
4,秋田県,2955944.946589975,1993.0,pergdp
5,山形県,3025273.885350318,1993.0,pergdp
6,福島県,3350713.612812058,1993.0,pergdp
7,茨城県,3585261.3013698626,1993.0,pergdp
8,栃木県,3859602.336211275,1993.0,pergdp
9,群馬県,3683349.7487437194,1993.0,pergdp
10,埼玉県,2890416.56626506,1993.0,pergdp
11,千葉県,3035368.8710521725,1993.0,pergdp
12,東京都,7101158.072411174,1993.0,pergdp
13,神奈川県,3566143.7668381087,1993.0,pergdp
14,新潟県,3623592.1742638163,1993.0,pergdp
15,富山県,3854123.1043710974,1993.0,pergdp
16,石川県,3636693.947144075,1993.0,pergdp
17,福井県,3750625.0,1993.0,pergdp
18,山梨県,3396421.354764638,1993.0,pergdp
19,長野県,3398099.3103448283,1993.0,pergdp
20,岐阜県,3346629.0090952613,1993.0,pergdp
21,静岡県,3819916.307857912,1993.0,pergdp
22,愛知県,4621216.152716594,1993.0,pergdp
23,三重県,3360168.9522764673,1993.0,pergdp
24,滋賀県,4215970.658207771,1993.0,pergdp
25,京都府,3598328.495034377,1993.0,pergdp
26,大阪府,4509564.368865555,1993.0,pergdp
27,兵庫県,3666218.9847901776,1993.0,pergdp
28,奈良県,2416227.3371104817,1993.0,pergdp
29,和歌山県,2949787.3723305482,1993.0,pergdp
30,鳥取県,3194884.364820847,1993.0,pergdp
31,島根県,2881376.455368693,1993.0,pergdp
32,岡山県,3681690.2061855667,1993.0,pergdp
33,広島県,3765996.867386008,1993.0,pergdp
34,山口県,3489023.0621396536,1993.0,pergdp
35,徳島県,2915091.4560770155,1993.0,pergdp
36,香川県,3515081.9512195117,1993.0,pergdp
37,愛媛県,3057985.411140584,1993.0,pergdp
38,高知県,2793085.6793145654,1993.0,pergdp
39,福岡県,3368110.5424769707,1993.0,pergdp
40,佐賀県,3015573.8636363638,1993.0,pergdp
41,長崎県,2786060.0,1993.0,pergdp
42,熊本県,2939228.108108108,1993.0,pergdp
43,大分県,3288066.6125101545,1993.0,pergdp
44,宮崎県,2646506.404782237,1993.0,pergdp
45,鹿児島県,2630513.422818792,1993.0,pergdp
46,沖縄県,2522700.8000000003,1993.0,pergdp
0,北海道,3411490.5826439015,1994.0,pergdp
1,青森県,2947962.1621621624,1994.0,pergdp
2,岩手県,3133988.716502116,1994.0,pergdp
3,宮城県,3572282.3173367917,1994.0,pergdp
4,秋田県,3074872.532894737,1994.0,pergdp
5,山形県,3088031.8471337575,1994.0,pergdp
6,福島県,3444855.331141381,1994.0,pergdp
7,茨城県,3738710.884353742,1994.0,pergdp
8,栃木県,3856583.206879109,1994.0,pergdp
9,群馬県,3772776.052104208,1994.0,pergdp
10,埼玉県,2880834.104132478,1994.0,pergdp
11,千葉県,3126976.244147737,1994.0,pergdp
12,東京都,7044809.172600881,1994.0,pergdp
13,神奈川県,3575584.2573412936,1994.0,pergdp
14,新潟県,3694320.450885669,1994.0,pergdp
15,富山県,3870439.7859054417,1994.0,pergdp
16,石川県,3649880.952380952,1994.0,pergdp
17,福井県,3842854.5454545454,1994.0,pergdp
18,山梨県,3466595.210946408,1994.0,pergdp
19,長野県,3475609.4322344325,1994.0,pergdp
20,岐阜県,3323466.3484486877,1994.0,pergdp
21,静岡県,3875829.713059802,1994.0,pergdp
22,愛知県,4621482.088024565,1994.0,pergdp
23,三重県,3372981.9967266773,1994.0,pergdp
24,滋賀県,4244456.402199528,1994.0,pergdp
25,京都府,3601393.2112890924,1994.0,pergdp
26,大阪府,4484977.73718461,1994.0,pergdp
27,兵庫県,3528539.22106418,1994.0,pergdp
28,奈良県,2491340.14084507,1994.0,pergdp
29,和歌山県,2906429.629629629,1994.0,pergdp
30,鳥取県,3310030.9446254075,1994.0,pergdp
31,島根県,2961680.051813472,1994.0,pergdp
32,岡山県,3693310.0257069413,1994.0,pergdp
33,広島県,3747069.8644421273,1994.0,pergdp
34,山口県,3527107.119948685,1994.0,pergdp
35,徳島県,2984651.8072289154,1994.0,pergdp
36,香川県,3549848.9278752436,1994.0,pergdp
37,愛媛県,3175559.6816976126,1994.0,pergdp
38,高知県,2871687.88249694,1994.0,pergdp
39,福岡県,3434260.134446934,1994.0,pergdp
40,佐賀県,3054828.9920724807,1994.0,pergdp
41,長崎県,2827400.258231117,1994.0,pergdp
42,熊本県,3011226.41509434,1994.0,pergdp
43,大分県,3355883.9285714286,1994.0,pergdp
44,宮崎県,2735589.437819421,1994.0,pergdp
45,鹿児島県,2734293.132328308,1994.0,pergdp
46,沖縄県,2532387.480190174,1994.0,pergdp
0,北海道,3461125.263527758,1995.0,pergdp
1,青森県,3000774.6288798917,1995.0,pergdp
2,岩手県,3190590.1408450706,1995.0,pergdp
3,宮城県,3576984.1133533707,1995.0,pergdp
4,秋田県,3120849.2586490936,1995.0,pergdp
5,山形県,3135696.1018297533,1995.0,pergdp
6,福島県,3556551.077788192,1995.0,pergdp
7,茨城県,3684531.4614343713,1995.0,pergdp
8,栃木県,3982961.6935483874,1995.0,pergdp
9,群馬県,3824831.3373253495,1995.0,pergdp
10,埼玉県,2870250.03698772,1995.0,pergdp
11,千葉県,3094672.64573991,1995.0,pergdp
12,東京都,7144746.730083234,1995.0,pergdp
13,神奈川県,3608173.659956343,1995.0,pergdp
14,新潟県,3752729.903536977,1995.0,pergdp
15,富山県,3900772.0391807663,1995.0,pergdp
16,石川県,3753806.779661017,1995.0,pergdp
17,福井県,3785457.07376058,1995.0,pergdp
18,山梨県,3531289.115646258,1995.0,pergdp
19,長野県,3629227.4384685513,1995.0,pergdp
20,岐阜県,3372774.7619047617,1995.0,pergdp
21,静岡県,3904213.215623328,1995.0,pergdp
22,愛知県,4719951.95107746,1995.0,pergdp
23,三重県,3396714.828897338,1995.0,pergdp
24,滋賀県,4317703.962703963,1995.0,pergdp
25,京都府,3594973.764258555,1995.0,pergdp
26,大阪府,4561262.248493805,1995.0,pergdp
27,兵庫県,3820398.74120696,1995.0,pergdp
28,奈良県,2497693.22152341,1995.0,pergdp
29,和歌山県,2910205.5555555564,1995.0,pergdp
30,鳥取県,3357239.024390244,1995.0,pergdp
31,島根県,2972511.0246433206,1995.0,pergdp
32,岡山県,3771850.8457201435,1995.0,pergdp
33,広島県,3804080.846634282,1995.0,pergdp
34,山口県,3572575.192802056,1995.0,pergdp
35,徳島県,3066751.201923077,1995.0,pergdp
36,香川県,3625286.270691334,1995.0,pergdp
37,愛媛県,3215201.0617120108,1995.0,pergdp
38,高知県,2873423.500611996,1995.0,pergdp
39,福岡県,3403514.2915061833,1995.0,pergdp
40,佐賀県,3161183.257918552,1995.0,pergdp
41,長崎県,2886363.7540453067,1995.0,pergdp
42,熊本県,3030547.8494623657,1995.0,pergdp
43,大分県,3415845.653939886,1995.0,pergdp
44,宮崎県,2740077.380952381,1995.0,pergdp
45,鹿児島県,2767217.391304348,1995.0,pergdp
46,沖縄県,2554051.0604870385,1995.0,pergdp
0,北海道,3534443.3912585573,1996.0,pergdp
1,青森県,3078548.8873904245,1996.0,pergdp
2,岩手県,3334313.38028169,1996.0,pergdp
3,宮城県,3737112.4893071,1996.0,pergdp
4,秋田県,3271344.6280991733,1996.0,pergdp
5,山形県,3307541.8326693224,1996.0,pergdp
6,福島県,3704708.528584817,1996.0,pergdp
7,茨城県,3796265.3405259605,1996.0,pergdp
8,栃木県,4150713.711702663,1996.0,pergdp
9,群馬県,3901417.12294674,1996.0,pergdp
10,埼玉県,2936110.964138742,1996.0,pergdp
11,千葉県,3172622.6577273514,1996.0,pergdp
12,東京都,7231473.577235772,1996.0,pergdp
13,神奈川県,3746257.519024037,1996.0,pergdp
14,新潟県,3938426.506024097,1996.0,pergdp
15,富山県,4094625.777777778,1996.0,pergdp
16,石川県,3893020.3217612193,1996.0,pergdp
17,福井県,3891057.971014493,1996.0,pergdp
18,山梨県,3687117.514124294,1996.0,pergdp
19,長野県,3761084.430322288,1996.0,pergdp
20,岐阜県,3502268.536121673,1996.0,pergdp
21,静岡県,4031179.439252337,1996.0,pergdp
22,愛知県,4975012.179208352,1996.0,pergdp
23,三重県,3536721.5601300113,1996.0,pergdp
24,滋賀県,4604784.283513097,1996.0,pergdp
25,京都府,3631938.876233865,1996.0,pergdp
26,大阪府,4716184.5123197455,1996.0,pergdp
27,兵庫県,3965745.2499538832,1996.0,pergdp
28,奈良県,2598986.7780097425,1996.0,pergdp
29,和歌山県,3021114.921223355,1996.0,pergdp
30,鳥取県,3452611.3821138213,1996.0,pergdp
31,島根県,3080320.779220779,1996.0,pergdp
32,岡山県,3835149.66683752,1996.0,pergdp
33,広島県,3923353.002429712,1996.0,pergdp
34,山口県,3671405.161290323,1996.0,pergdp
35,徳島県,3171666.666666666,1996.0,pergdp
36,香川県,3696968.8412852967,1996.0,pergdp
37,愛媛県,3372232.558139535,1996.0,pergdp
38,高知県,2897428.9215686275,1996.0,pergdp
39,福岡県,3502405.2907915995,1996.0,pergdp
40,佐賀県,3262212.669683258,1996.0,pergdp
41,長崎県,3000180.51948052,1996.0,pergdp
42,熊本県,3181976.3567974204,1996.0,pergdp
43,大分県,3419600.81300813,1996.0,pergdp
44,宮崎県,2832324.553950722,1996.0,pergdp
45,鹿児島県,2838137.200223089,1996.0,pergdp
46,沖縄県,2628160.6864274573,1996.0,pergdp
0,北海道,3485726.267766275,1997.0,pergdp
1,青森県,3047984.469952735,1997.0,pergdp
2,岩手県,3320334.038054968,1997.0,pergdp
3,宮城県,3723257.666098808,1997.0,pergdp
4,秋田県,3224585.8921161825,1997.0,pergdp
5,山形県,3298529.9281723863,1997.0,pergdp
6,福島県,3701732.427366448,1997.0,pergdp
7,茨城県,3824573.494786411,1997.0,pergdp
8,栃木県,4097276.052104208,1997.0,pergdp
9,群馬県,3933453.551912569,1997.0,pergdp
10,埼玉県,2942127.6129220873,1997.0,pergdp
11,千葉県,3149366.329851002,1997.0,pergdp
12,東京都,7244991.835704065,1997.0,pergdp
13,神奈川県,3651695.5162880165,1997.0,pergdp
14,新潟県,3887284.3373493976,1997.0,pergdp
15,富山県,4005565.836298932,1997.0,pergdp
16,石川県,3869040.6435224395,1997.0,pergdp
17,福井県,3945870.77294686,1997.0,pergdp
18,山梨県,3686130.9255079012,1997.0,pergdp
19,長野県,3737447.666515632,1997.0,pergdp
20,岐阜県,3451120.6077872743,1997.0,pergdp
21,静岡県,4003634.0618336885,1997.0,pergdp
22,愛知県,4773143.702207473,1997.0,pergdp
23,三重県,3458969.205834684,1997.0,pergdp
24,滋賀県,4513602.290076336,1997.0,pergdp
25,京都府,3573774.0712661105,1997.0,pergdp
26,大阪府,4633724.909173478,1997.0,pergdp
27,兵庫県,3827258.2951420713,1997.0,pergdp
28,奈良県,2583150.485436893,1997.0,pergdp
29,和歌山県,2983939.703153989,1997.0,pergdp
30,鳥取県,3415400.6514657983,1997.0,pergdp
31,島根県,3088557.291666666,1997.0,pergdp
32,岡山県,3712069.1598360655,1997.0,pergdp
33,広島県,3881255.0312283137,1997.0,pergdp
34,山口県,3713767.637540453,1997.0,pergdp
35,徳島県,3198760.2409638558,1997.0,pergdp
36,香川県,3746224.1715399614,1997.0,pergdp
37,愛媛県,3256928.8090485693,1997.0,pergdp
38,高知県,2864875.0,1997.0,pergdp
39,福岡県,3541449.607724804,1997.0,pergdp
40,佐賀県,3214133.786848073,1997.0,pergdp
41,長崎県,2949966.731898239,1997.0,pergdp
42,熊本県,3151173.5626007523,1997.0,pergdp
43,大分県,3512298.0456026057,1997.0,pergdp
44,宮崎県,2839018.723404256,1997.0,pergdp
45,鹿児島県,2843613.8392857136,1997.0,pergdp
46,沖縄県,2601325.833979829,1997.0,pergdp
0,北海道,3466384.372256365,1998.0,pergdp
1,青森県,3049652.4678837056,1998.0,pergdp
2,岩手県,3301099.365750529,1998.0,pergdp
3,宮城県,3659244.585987261,1998.0,pergdp
4,秋田県,3212745.0,1998.0,pergdp
5,山形県,3277692.2462030374,1998.0,pergdp
6,福島県,3679563.789868668,1998.0,pergdp
7,茨城県,3718769.127516778,1998.0,pergdp
8,栃木県,3986918.540729635,1998.0,pergdp
9,群馬県,3865053.049082797,1998.0,pergdp
10,埼玉県,2918696.233822888,1998.0,pergdp
11,千葉県,3101820.1806715527,1998.0,pergdp
12,東京都,7044774.1854426665,1998.0,pergdp
13,神奈川県,3556850.650125253,1998.0,pergdp
14,新潟県,3879204.180064309,1998.0,pergdp
15,富山県,3925669.9288256234,1998.0,pergdp
16,石川県,3820232.8535139714,1998.0,pergdp
17,福井県,3908101.449275362,1998.0,pergdp
18,山梨県,3594701.576576577,1998.0,pergdp
19,長野県,3597629.864253394,1998.0,pergdp
20,岐阜県,3439683.1119544585,1998.0,pergdp
21,静岡県,3970305.481639169,1998.0,pergdp
22,愛知県,4716692.528323533,1998.0,pergdp
23,三重県,3380985.983827493,1998.0,pergdp
24,滋賀県,4236935.752078609,1998.0,pergdp
25,京都府,3524290.578887628,1998.0,pergdp
26,大阪府,4546147.055486213,1998.0,pergdp
27,兵庫県,3629999.453949763,1998.0,pergdp
28,奈良県,2537783.090783091,1998.0,pergdp
29,和歌山県,2960387.5464684013,1998.0,pergdp
30,鳥取県,3393944.7154471544,1998.0,pergdp
31,島根県,3150257.516339869,1998.0,pergdp
32,岡山県,3681425.4992319513,1998.0,pergdp
33,広島県,3819465.648854962,1998.0,pergdp
34,山口県,3619279.220779221,1998.0,pergdp
35,徳島県,3178453.558504222,1998.0,pergdp
36,香川県,3729927.8048780486,1998.0,pergdp
37,愛媛県,3256576.2824783484,1998.0,pergdp
38,高知県,2894129.901960785,1998.0,pergdp
39,福岡県,3496476.953907816,1998.0,pergdp
40,佐賀県,3223057.8887627693,1998.0,pergdp
41,長崎県,2933113.368283093,1998.0,pergdp
42,熊本県,3062877.0139634805,1998.0,pergdp
43,大分県,3501252.854812398,1998.0,pergdp
44,宮崎県,2866779.1986359763,1998.0,pergdp
45,鹿児島県,2859897.765363129,1998.0,pergdp
46,沖縄県,2635429.121725732,1998.0,pergdp
0,北海道,3458661.451924767,1999.0,pergdp
1,青森県,3062446.8517264733,1999.0,pergdp
2,岩手県,3316238.5321100918,1999.0,pergdp
3,宮城県,3644144.4915254237,1999.0,pergdp
4,秋田県,3205993.3054393306,1999.0,pergdp
5,山形県,3306061.748195669,1999.0,pergdp
6,福島県,3686462.658525129,1999.0,pergdp
7,茨城県,3728017.108352902,1999.0,pergdp
8,栃木県,3878328.007988018,1999.0,pergdp
9,群馬県,3899262.376237624,1999.0,pergdp
10,埼玉県,2918396.4668404288,1999.0,pergdp
11,千葉県,3097124.2151705413,1999.0,pergdp
12,東京都,6947478.4277726775,1999.0,pergdp
13,神奈川県,3494549.2172675524,1999.0,pergdp
14,新潟県,3835539.081385979,1999.0,pergdp
15,富山県,3877721.0338680926,1999.0,pergdp
16,石川県,3861238.13559322,1999.0,pergdp
17,福井県,3826676.328502415,1999.0,pergdp
18,山梨県,3585993.235625705,1999.0,pergdp
19,長野県,3682343.438914027,1999.0,pergdp
20,岐阜県,3427069.7674418613,1999.0,pergdp
21,静岡県,3938471.151289551,1999.0,pergdp
22,愛知県,4641684.698829575,1999.0,pergdp
23,三重県,3365778.556034483,1999.0,pergdp
24,滋賀県,4241436.186186186,1999.0,pergdp
25,京都府,3512683.93194707,1999.0,pergdp
26,大阪府,4501265.17644389,1999.0,pergdp
27,兵庫県,3533424.5658465987,1999.0,pergdp
28,奈良県,2556576.1772853183,1999.0,pergdp
29,和歌山県,2978770.9497206705,1999.0,pergdp
30,鳥取県,3441144.951140065,1999.0,pergdp
31,島根県,3159482.306684141,1999.0,pergdp
32,岡山県,3667577.0609319,1999.0,pergdp
33,広島県,3754607.427976397,1999.0,pergdp
34,山口県,3593217.589576547,1999.0,pergdp
35,徳島県,3190322.8536880286,1999.0,pergdp
36,香川県,3564744.3902439023,1999.0,pergdp
37,愛媛県,3174796.122994652,1999.0,pergdp
38,高知県,2909934.969325153,1999.0,pergdp
39,福岡県,3459213.914434226,1999.0,pergdp
40,佐賀県,3254089.874857793,1999.0,pergdp
41,長崎県,2904939.473684211,1999.0,pergdp
42,熊本県,3034919.935518538,1999.0,pergdp
43,大分県,3472892.9738562093,1999.0,pergdp
44,宮崎県,2859981.2286689417,1999.0,pergdp
45,鹿児島県,2904803.691275168,1999.0,pergdp
46,沖縄県,2625396.0244648317,1999.0,pergdp
0,北海道,3567462.6077775825,2000.0,pergdp
1,青森県,3094001.35501355,2000.0,pergdp
2,岩手県,3492680.790960452,2000.0,pergdp
3,宮城県,3699821.1416490483,2000.0,pergdp
4,秋田県,3252222.035323802,2000.0,pergdp
5,山形県,3467777.3311897106,2000.0,pergdp
6,福島県,3804491.7724494594,2000.0,pergdp
7,茨城県,3814485.5994641664,2000.0,pergdp
8,栃木県,4028256.359102245,2000.0,pergdp
9,群馬県,3866038.5185185196,2000.0,pergdp
10,埼玉県,3011207.696742577,2000.0,pergdp
11,千葉県,3292451.9068511645,2000.0,pergdp
12,東京都,6978899.950265253,2000.0,pergdp
13,神奈川県,3739584.68786808,2000.0,pergdp
14,新潟県,3814964.4588045236,2000.0,pergdp
15,富山県,4144288.1355932206,2000.0,pergdp
16,石川県,3945461.473327688,2000.0,pergdp
17,福井県,4067675.512665863,2000.0,pergdp
18,山梨県,3778864.864864865,2000.0,pergdp
19,長野県,3895513.318284425,2000.0,pergdp
20,岐阜県,3470624.7628083494,2000.0,pergdp
21,静岡県,4318116.538359437,2000.0,pergdp
22,愛知県,4737270.055374132,2000.0,pergdp
23,三重県,3918156.165858912,2000.0,pergdp
24,滋賀県,4365172.747580044,2000.0,pergdp
25,京都府,3788717.095310136,2000.0,pergdp
26,大阪府,4523766.609880749,2000.0,pergdp
27,兵庫県,3516123.2210412542,2000.0,pergdp
28,奈良県,2668156.618156618,2000.0,pergdp
29,和歌山県,3189084.1121495334,2000.0,pergdp
30,鳥取県,3546872.7569331164,2000.0,pergdp
31,島根県,3391834.6456692917,2000.0,pergdp
32,岡山県,3661533.572526909,2000.0,pergdp
33,広島県,3913744.7030218826,2000.0,pergdp
34,山口県,3733054.9738219893,2000.0,pergdp
35,徳島県,3211361.650485437,2000.0,pergdp
36,香川県,3646435.972629521,2000.0,pergdp
37,愛媛県,3284267.916945747,2000.0,pergdp
38,高知県,3128743.2432432435,2000.0,pergdp
39,福岡県,3539960.3269537482,2000.0,pergdp
40,佐賀県,3322415.051311288,2000.0,pergdp
41,長崎県,2868548.4508899143,2000.0,pergdp
42,熊本県,3164910.1667563207,2000.0,pergdp
43,大分県,3763583.9475839473,2000.0,pergdp
44,宮崎県,3094280.341880342,2000.0,pergdp
45,鹿児島県,3054729.563269877,2000.0,pergdp
46,沖縄県,2685807.2837632783,2000.0,pergdp
0,北海道,3533342.7816901407,2001.0,pergdp
1,青森県,3000948.4046164285,2001.0,pergdp
